neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;availability_365;number_of_reviews_ltm
Centrum-Oost;523.622;490.965;Entire home/apt;300;7;2;71;2
Oud-Oost;5.236.491;492.425;Entire home/apt;209;2;8;0;8
Noord-West;5.241.733.252.267.370;4.897.040.267.728.360;Entire home/apt;250;14;0;319;0
Oud-Noord;5.239.993;489.157;Entire home/apt;2820;1;0;358;0
Slotervaart;52.353.945.662.635.000;4.831.089.936.196.800;Entire home/apt;200;1;3;356;3
Centrum-West;5.237.646;489.434;Entire home/apt;350;4;2;54;2
Centrum-West;523.757;487.693;Entire home/apt;450;5;1;0;1
Westerpark;523.834.949.722.941;4.869.476.220.546.280;Entire home/apt;235;2;1;64;1
Westerpark;523.836.549;4.870.447.899.999.990;Entire home/apt;200;2;4;0;4
Zuid;5.235.521;484.988;Entire home/apt;189;3;3;15;3
Centrum-West;523.708.604;48.796.628;Entire home/apt;789;2;6;0;6
Osdorp;5.235.745;481.403;Private room;103;2;9;132;9
De Pijp - Rivierenbuurt;523.559;489.098;Entire home/apt;206;2;2;0;2
De Baarsjes - Oud-West;5.236.781;487.185;Entire home/apt;280;3;5;17;5
Oud-Oost;523.651.659;49.267.542;Entire home/apt;550;2;1;203;1
Westerpark;523.816.639;48.720.091;Entire home/apt;200;2;3;1;3
De Pijp - Rivierenbuurt;523.562.072;48.900.553;Entire home/apt;185;3;4;0;4
De Pijp - Rivierenbuurt;5.234.259;489.489;Entire home/apt;275;3;1;2;1
Centrum-Oost;5.236.152;489.789;Entire home/apt;350;1;4;312;4
Bos en Lommer;5.238.033;484.764;Entire home/apt;140;2;1;13;1
Noord-West;5.241.481.833.217.410;4.898.217.245.936.390;Private room;167;2;13;51;13
De Baarsjes - Oud-West;5.236.492;485.928;Entire home/apt;371;3;1;160;1
Centrum-West;523.731.659;489.786;Private room;269;1;8;0;8
Bos en Lommer;52.376.635.862.137.100;4.857.214.316.725.730;Entire home/apt;250;3;0;12;0
Westerpark;5.237.363.740.562.110;4.874.196.167.988.640;Entire home/apt;233;3;4;68;4
De Baarsjes - Oud-West;523.607.706;48.595.123;Entire home/apt;200;5;1;0;1
Centrum-West;523.694.497;488.417;Entire home/apt;1100;2;4;12;4
Zuid;5.236.057.920.648.570;4.878.073.501.331.190;Entire home/apt;499;4;3;93;3
Zuid;523.524.122;4.866.395.300.000.000;Entire home/apt;496;2;5;21;5
Noord-West;52.417;487.901;Entire home/apt;171;2;1;250;1
Westerpark;523.812.641;48.721.668;Entire home/apt;310;3;1;277;1
Oud-Noord;5.240.107.308.863.040;49.007.027.921.785.100;Entire home/apt;150;2;1;76;1
De Baarsjes - Oud-West;523.724.311;48.740.275;Entire home/apt;310;3;1;14;1
De Baarsjes - Oud-West;5.236.451;487.587;Entire home/apt;950;2;0;132;0
Centrum-Oost;5.236.056.070.895.090;4.888.680.435.362.450;Entire home/apt;541;1;3;269;3
Noord-Oost;5.237.556;497.934;Entire home/apt;135;21;0;84;0
Centrum-West;5.236.722;488.399;Private room;155;1;25;34;25
Zuid;5.234.832.049.216.850;4.868.975.940.326.670;Entire home/apt;700;2;1;290;1
Zuid;5.235.212.001.012.620;4.853.345.288.749.120;Entire home/apt;173;1;4;52;4
Centrum-West;5.236.762;488.266;Private room;136;1;26;54;26
Oud-Noord;52.387.885.648.555.200;491.650.505.363.115;Entire home/apt;129;6;3;90;3
De Baarsjes - Oud-West;5.236.197;487.588;Entire home/apt;243;3;10;0;10
Bos en Lommer;5.237.822;48.593;Entire home/apt;146;2;1;24;1
Noord-West;5.240.524.160.539.320;4.906.969.222.490.730;Entire home/apt;260;7;2;0;2
Noord-West;52.415.411.075.967.900;4.898.700.365.539.710;Entire home/apt;218;3;4;2;4
De Pijp - Rivierenbuurt;523.561.848;48.905.439;Entire home/apt;350;1;5;347;5
Oostelijk Havengebied - Indische Buurt;523.608;494.175;Entire home/apt;225;6;0;0;0
De Pijp - Rivierenbuurt;52.355.778;4.891.731;Entire home/apt;170;4;6;6;6
De Baarsjes - Oud-West;5.236.359;485.705;Entire home/apt;341;3;1;345;1
Zuid;52.353.629.147.023.400;485.101.997.479.921;Entire home/apt;299;25;0;336;0
Bos en Lommer;5.238.252;485.407;Entire home/apt;275;2;5;0;5
De Pijp - Rivierenbuurt;5.234.776.185.921.020;4.903.203.069.923.980;Entire home/apt;208;1;6;178;6
Slotervaart;5.235.268.162.491.190;48.383.434.828.010.600;Entire home/apt;233;1;3;36;3
Centrum-West;52.369.992.394.580.200;4.886.985.152.052.160;Entire home/apt;495;1;0;350;0
Centrum-West;52.376.362.729.382.300;48.969.474.669.525.400;Entire home/apt;150;2;4;72;4
Slotervaart;5.234.858.584.810.350;4.833.152.925.227.880;Entire home/apt;469;4;0;1;0
Oud-Noord;5.238.271.507.885.450;4.914.344.474.137.520;Entire home/apt;163;2;0;5;0
Watergraafsmeer;5.235.067;49.385;Entire home/apt;195;1;1;130;1
Oostelijk Havengebied - Indische Buurt;5.237.410.879.999.990;4.940.876.299.999.990;Entire home/apt;275;2;6;1;6
De Baarsjes - Oud-West;5.236.814.119.225.090;4.865.500.505.115.880;Entire home/apt;283;2;2;4;2
Watergraafsmeer;5.234.440.155.552.210;4.914.071.596.820.050;Entire home/apt;350;2;3;27;3
Centrum-Oost;5.236.378;490.933;Private room;232;1;12;0;12
Centrum-Oost;5.236.626;490.823;Entire home/apt;220;28;3;31;3
De Pijp - Rivierenbuurt;5.235.638.155.119.100;4.887.763.553.177.200;Entire home/apt;350;3;0;22;0
De Baarsjes - Oud-West;5.236.797.018.266.950;4.858.907.273.574.420;Entire home/apt;355;3;0;81;0
Oud-Oost;52.351.482.819.964.700;4.911.429.583.265.400;Entire home/apt;425;7;2;54;2
De Pijp - Rivierenbuurt;52.355.686.075.026.000;4.892.607.166.972.160;Entire home/apt;289;1;4;2;4
Oostelijk Havengebied - Indische Buurt;5.236.448.001.046.600;4.932.674.182.881.960;Entire home/apt;180;4;0;0;0
Centrum-West;5.237.293.887.956.260;4.884.375.579.924.380;Entire home/apt;280;3;6;7;6
De Aker - Nieuw Sloten;523.421.313;47.969.324;Entire home/apt;250;4;2;7;2
Westerpark;5.238.360.306.215.350;4.873.706.280.009.400;Entire home/apt;174;10;0;16;0
Noord-West;524.080.321.777.841;4.922.708.433.578.820;Entire home/apt;200;4;1;287;1
De Baarsjes - Oud-West;523.713.211.414.001;4.849.465.792.819.040;Entire home/apt;300;3;2;249;2
Centrum-Oost;5.236.453;489.672;Entire home/apt;350;3;0;49;0
Geuzenveld - Slotermeer;52.380.588.520.765.500;4.815.942.045.569.530;Entire home/apt;128;4;0;263;0
Oud-Oost;5.236.045.065.115.120;4.926.562.495.529.650;Entire home/apt;250;2;2;79;2
Slotervaart;52.361.136.005.530.100;4.821.678.897.906.020;Entire home/apt;279;3;2;0;2
De Pijp - Rivierenbuurt;5.234.603.961.147.010;4.887.256.377.393.090;Entire home/apt;313;2;2;9;2
De Baarsjes - Oud-West;52.367.413.203.673.600;487.514.773.421.731;Entire home/apt;299;2;0;183;0
Bos en Lommer;5.238.195.663.989.520;4.845.377.393.724.520;Private room;463;1;0;214;0
Noord-Oost;5.239.769.935.910.600;4.933.408.098.881.610;Entire home/apt;123;1;13;52;13
De Pijp - Rivierenbuurt;5.234.642.096.721.810;4.900.017.008.185.380;Entire home/apt;414;2;9;9;9
De Pijp - Rivierenbuurt;5.235.165.268.667.940;48.942.767.504.670.400;Entire home/apt;150;3;9;4;9
Noord-Oost;5.240.650.575.647.410;4.926.548.672.291.090;Entire home/apt;349;2;3;0;3
Centrum-Oost;5.236.238;489.656;Entire home/apt;185;3;3;8;3
Bos en Lommer;5.237.945.209.999.990;48.480.497;Entire home/apt;200;2;5;68;5
De Pijp - Rivierenbuurt;5.235.418.769.917.640;4.899.286.441.504.950;Entire home/apt;330;1;0;11;0
Bos en Lommer;5.237.959.932.116.290;4.852.935.818.158.540;Entire home/apt;200;3;1;4;1
Bos en Lommer;5.237.740.998.638.840;4.853.400.191.641.310;Entire home/apt;288;3;0;18;0
Watergraafsmeer;5.235.085;494.265;Entire home/apt;189;2;4;94;4
De Pijp - Rivierenbuurt;52.355.987.396.847.900;4.903.815.802.769.350;Entire home/apt;200;13;0;37;0
Oud-Noord;52.387.983.893.766.400;49.026.329.597.175.200;Entire home/apt;250;10;1;365;1
De Pijp - Rivierenbuurt;5.235.466.197.157.510;488.846.942.782.402;Entire home/apt;600;2;3;356;3
;;;;;;;;
523.890.549;49.613.505;Entire home/apt;170;1;9;27/08/2022;9;0363 953F 97B3 4051 334B
Centrum-Oost;52.371.667.290.675.600;4.923.274.107.277.390;Entire home/apt;196;3;0;234;0
Centrum-Oost;52.361.258;4.893.066;Entire home/apt;475;4;4;1;4
De Baarsjes - Oud-West;5.237.160.104.454.560;4.864.251.890.967.860;Entire home/apt;108;5;2;76;2
Centrum-West;523.724.219;4.882.609.299.999.990;Entire home/apt;485;2;1;264;1
Noord-Oost;523.979.402.208.774;4.932.207.413.164.800;Entire home/apt;180;1;4;75;4
De Pijp - Rivierenbuurt;52.343.126.185.854.700;4.896.814.450.621.600;Entire home/apt;126;5;4;8;4
De Pijp - Rivierenbuurt;5.235.076.597.351.190;4.888.530.320.337.630;Entire home/apt;240;2;6;0;6
Zuid;5.234.681.219.962.280;4.874.365.515.011.970;Entire home/apt;150;3;2;0;2
IJburg - Zeeburgereiland;523.550.419;50.010.495;Entire home/apt;379;4;1;106;1
Slotervaart;5.236.267.541.343.740;48.402.282.739.704.100;Entire home/apt;194;7;1;352;1
Slotervaart;5.236.195.555.995.020;4.842.113.082.669.870;Entire home/apt;216;7;0;107;0
Centrum-West;523.762.843;48.938.122;Entire home/apt;235;1;4;84;4
Centrum-West;523.802.400.708.329;4.896.698.941.893.520;Entire home/apt;349;3;6;8;6
Bos en Lommer;52.384.667.862.433.300;485.498.476.454.704;Entire home/apt;120;4;1;68;1
Westerpark;523.776.372.557.325;4.873.132.755.147.090;Entire home/apt;180;2;0;27;0
Bos en Lommer;523.752.972.710.775;4.843.038.274.896.810;Entire home/apt;89;6;1;37;1
De Baarsjes - Oud-West;52.365.377;48.738.973;Entire home/apt;533;1;5;38;5
Centrum-West;5.237.235.799.965.450;4.900.398.417.630.390;Entire home/apt;375;1;3;121;3
Centrum-West;523.725.339;48.820.267;Entire home/apt;521;2;3;28;3
De Baarsjes - Oud-West;52.363.501.660.862.900;4.864.305.950.849.930;Entire home/apt;175;2;2;0;2
Oostelijk Havengebied - Indische Buurt;52.372.435.843.071.700;4.949.482.361.020.570;Private room;134;1;13;132;13
Oud-Oost;5.236.020.827.069.400;4.927.951.432.358.190;Entire home/apt;349;2;4;10;4
Westerpark;52.375.715.746.911.000;4.874.496.812.936.100;Entire home/apt;214;2;2;95;2
De Baarsjes - Oud-West;523.681.132.650.503;4.852.814.417.211.310;Entire home/apt;220;4;0;45;0
IJburg - Zeeburgereiland;52.366.060.261.032.100;49.607.700.245.000.500;Entire home/apt;300;3;3;28;3
Oud-Noord;523.939.309;4.927.271.200.000.000;Entire home/apt;230;2;0;76;0
Bos en Lommer;5.238.226.710.054.940;4.849.446.768.053.080;Entire home/apt;185;2;1;28;1
Oud-Noord;52.385.311.408.820.500;4.922.823.528.295.320;Entire home/apt;169;2;2;0;2
Watergraafsmeer;52.350.160.830.490.500;4.922.247.975.499.700;Entire home/apt;190;3;2;190;2
De Pijp - Rivierenbuurt;523.571.121.490.447;4.897.679.595.225.800;Entire home/apt;329;4;2;203;2
De Aker - Nieuw Sloten;5.235.027.405.039.680;4.784.993.558.778.810;Entire home/apt;94;3;4;71;4
De Baarsjes - Oud-West;523.621.346;48.641.739;Entire home/apt;293;4;3;92;3
Watergraafsmeer;523.395;491.709;Entire home/apt;379;2;2;103;2
Noord-Oost;5.239.310.207.280.770;4.950.475.445.627.370;Entire home/apt;161;3;3;71;3
Oud-Noord;5.239.514.741.906.420;4.903.483.295.843.500;Entire home/apt;239;3;0;195;0
Oostelijk Havengebied - Indische Buurt;5.236.042.196.299.260;4.942.828.289.272.940;Entire home/apt;242;1;1;2;1
De Pijp - Rivierenbuurt;5.234.684.341.658.730;4.906.915.858.992.430;Entire home/apt;180;5;4;2;4
Bos en Lommer;5.238.483.835.067.940;4.854.247.345.275.300;Entire home/apt;325;2;0;132;0
De Pijp - Rivierenbuurt;523.470.232.448.217;4.909.812.717.182.840;Private room;195;1;3;163;3
De Pijp - Rivierenbuurt;523.476.897.707.142;4.910.709.407.563.020;Private room;185;1;0;178;0
De Pijp - Rivierenbuurt;523.483.860.957.107;4.911.388.605.065.760;Private room;187;1;2;175;2
De Pijp - Rivierenbuurt;5.234.821.964.275.280;49.100.738.788.055.200;Private room;127;1;1;168;1
De Pijp - Rivierenbuurt;5.234.807.609.363.730;4.910.690.545.807.280;Private room;179;1;2;171;2
De Pijp - Rivierenbuurt;5.234.693.065.176.600;49.098.343.394.606.600;Private room;198;1;1;131;1
De Pijp - Rivierenbuurt;5.234.829.117.632.120;4.909.901.616.528.480;Private room;239;7;2;148;2
De Pijp - Rivierenbuurt;523.469.283.776.667;4.909.708.768.340.520;Private room;200;1;1;127;1
De Pijp - Rivierenbuurt;5.234.642.718.701.550;4.909.251.912.543.130;Private room;196;1;1;114;1
Slotervaart;523.648.989;48.381.122;Entire home/apt;189;1;2;13;2
De Pijp - Rivierenbuurt;523.431.091;49.074.099;Entire home/apt;230;2;0;134;0
De Baarsjes - Oud-West;5.235.949.547.467.370;4.851.801.283.657.550;Entire home/apt;200;6;1;296;1
Oostelijk Havengebied - Indische Buurt;523.675;4.955;Entire home/apt;200;2;3;4;3
Buitenveldert - Zuidas;52.329.818.681.641.600;48.569.596.231.440.400;Entire home/apt;308;3;4;45;4
Oud-Oost;5.236.412.494.074.230;4.929.557.869.214.130;Entire home/apt;250;2;0;9;0
Zuid;523.410.832.963.117;4.847.626.392.088.530;Entire home/apt;350;3;0;0;0
Centrum-West;5.237.362.953.561.370;4.881.418.788.505.210;Entire home/apt;295;2;4;3;4
De Baarsjes - Oud-West;5.236.249.000.000.000;48.564.606;Entire home/apt;200;1;2;148;2
Westerpark;52.390.191.019.583.600;4.872.851.247.301.390;Entire home/apt;225;3;4;340;4
De Baarsjes - Oud-West;523.659;486.125;Entire home/apt;399;2;0;14;0
De Aker - Nieuw Sloten;5.234.494.015.615.770;4.791.398.250.008.140;Entire home/apt;695;1;0;195;0
Noord-West;5.241.125;489.559;Private room;114;3;0;43;0
De Baarsjes - Oud-West;523.623.933;48.744.979;Entire home/apt;545;3;6;0;6
De Baarsjes - Oud-West;5.237.011.084.377.200;4.860.166.229.349.320;Entire home/apt;345;4;2;151;2
Oud-Oost;52.361.036.469.091.900;4.928.546.282.393.170;Entire home/apt;120;2;4;65;4
Westerpark;5.239.334;487.903;Entire home/apt;600;3;0;21;0
De Baarsjes - Oud-West;52.365.762.113.705.400;4.877.445.838.989.510;Entire home/apt;320;2;1;234;1
Noord-West;5.241.929.633.846.990;4.899.430.503.702.140;Entire home/apt;300;3;4;75;4
De Baarsjes - Oud-West;52.364.288.609.878.500;4.853.717.274.138.190;Entire home/apt;364;3;2;3;2
Oud-Oost;5.235.652.632.168.920;49.153.365.823.649.600;Entire home/apt;295;3;1;245;1
Bos en Lommer;5.237.864.676.250.840;485.364.781.111.449;Entire home/apt;135;2;1;0;1
Oud-Noord;5.239.213.299.955.290;4.926.930.512.641.160;Entire home/apt;225;7;0;185;0
Bos en Lommer;523.781.007;48.572.019;Entire home/apt;225;3;6;4;6
Centrum-West;523.696.124.908.785;4.881.095.725.345.440;Entire home/apt;199;1000;3;0;3
Centrum-West;5.238.133.824.522.500;4.884.633.393.405.240;Entire home/apt;260;1;1;283;1
Zuid;5.235.082.100.251.710;4.886.090.558.172.330;Entire home/apt;240;7;3;110;3
Centrum-West;5.237.213.803.490.450;487.710.577.800.429;Entire home/apt;199;3;0;49;0
Bijlmer-Centrum;5.230.675.965.703.010;4.954.360.290.886.170;Entire home/apt;150;1;0;359;0
De Pijp - Rivierenbuurt;5.234.727;4.907.324;Entire home/apt;150;3;1;0;1
Gaasperdam - Driemond;5.229.261.073.034.130;4.971.739.180.077.210;Entire home/apt;300;4;5;8;5
Centrum-West;5.237.314.825.612.770;4.889.880.884.198.430;Entire home/apt;250;1;2;5;2
Oud-Noord;523.989.235;49.043.318;Entire home/apt;225;4;2;1;2
Centrum-West;5.236.893.693.954.970;488.380.741.328.001;Entire home/apt;580;3;0;290;0
Zuid;5.235.587.552.218.490;4.852.308.455.036.220;Entire home/apt;220;1;1;0;1
Bos en Lommer;52.378.795.961.956.900;48.473.038.232.570.900;Entire home/apt;120;3;1;0;1
IJburg - Zeeburgereiland;5.234.807.649.101.950;5.003.734.019.913.230;Entire home/apt;180;5;2;5;2
Noord-West;52.416.069.171.154.300;4.876.280.571.219.480;Entire home/apt;185;4;3;281;3
Bos en Lommer;5.238.447.632.768.030;4.850.177.096.217.260;Entire home/apt;154;1;2;9;2
De Baarsjes - Oud-West;52.364.791.810.605.300;4.852.939.783.040.120;Entire home/apt;200;3;1;18;1
Centrum-Oost;523.653.959;48.817.661;Entire home/apt;328;1;5;318;5
Centrum-West;5.237.515.959.835.990;4.880.679.678.966.110;Entire home/apt;418;1000;5;33;5
De Pijp - Rivierenbuurt;523.442.394;4.896.310.600.000.000;Entire home/apt;250;3;3;0;3
Centrum-Oost;523.674.866;4.911.400.299.999.990;Entire home/apt;195;3;5;68;5
De Baarsjes - Oud-West;5.236.971.205.738.430;4.871.389.808.932.470;Entire home/apt;600;2;1;339;1
Oud-Oost;52.359.513.728.097.700;4.929.142.987.263.410;Entire home/apt;144;21;0;246;0
De Baarsjes - Oud-West;523.634.206;48.543.407;Entire home/apt;407;3;1;19;1
Oud-Noord;5.239.393.705.019.600;4.905.866.125.183.020;Entire home/apt;250;3;1;0;1
De Baarsjes - Oud-West;5.236.200.382.905.410;485.029.719.672.183;Entire home/apt;271;1;1;159;1
De Baarsjes - Oud-West;52.373.793.064.418.000;4.859.781.262.819.150;Entire home/apt;245;2;1;22;1
Centrum-West;523.772.028;48.799.391;Entire home/apt;398;3;2;282;2
Oud-Noord;5.239.177.645.044.920;4.933.337.650.379.290;Entire home/apt;400;2;1;340;1
Zuid;5.234.808.688.987.490;4.871.279.588.724.090;Entire home/apt;350;3;0;15;0
Bos en Lommer;5.237.359.161.526.670;4.837.854.132.056.230;Entire home/apt;224;3;2;9;2
Zuid;523.546.688;48.496.769;Entire home/apt;225;3;0;266;0
Centrum-Oost;5.237.305.296.560.810;49.043.293.799.970.000;Entire home/apt;500;4;0;9;0
Centrum-Oost;523.673;49.122;Entire home/apt;545;4;1;3;1
De Pijp - Rivierenbuurt;5.234.481.383.753.830;4.900.372.323.612.180;Entire home/apt;500;2;0;261;0
De Baarsjes - Oud-West;5.237.037.360.000.000;4.858.909.199.999.990;Entire home/apt;150;5;3;40;3
Noord-West;5.240.914.549.855.750;4.921.707.569.418.470;Entire home/apt;130;3;4;172;4
De Baarsjes - Oud-West;52.371.072.940.390.400;4.874.730.755.911.730;Private room;150;5;0;66;0
Oud-Oost;52.357.138.449.331.200;4.917.588.933.665.750;Entire home/apt;250;3;1;0;1
Centrum-Oost;5.236.691.626.909.940;4.924.745.941.256.740;Entire home/apt;130;2;1;0;1
Bijlmer-Centrum;5.231.003.831.088.610;4.952.067.071.494.340;Entire home/apt;100;5;1;45;1
De Pijp - Rivierenbuurt;52.350.580.001.953.600;4.888.212.808.552.390;Entire home/apt;250;5;2;52;2
De Baarsjes - Oud-West;523.693;48.576.073;Entire home/apt;220;2;3;55;3
Oud-Oost;5.236.387.829.020.330;4.929.642.838.340.960;Entire home/apt;180;3;2;6;2
Slotervaart;52.361.149.728.218.600;4.840.050.261.041.870;Entire home/apt;184;7;2;361;2
Slotervaart;52.361.124.420.204.700;4.840.288.058.247.780;Entire home/apt;186;7;0;356;0
Westerpark;5.239.017.076.482.070;4.874.953.664.609.230;Entire home/apt;268;2;2;2;2
Geuzenveld - Slotermeer;5.238.100.279.460.140;47.992.805.959.724.300;Entire home/apt;121;2;1;0;1
Oud-Oost;523.631.323;49.241.969;Entire home/apt;282;3;1;15;1
De Baarsjes - Oud-West;52.368.691.083.699.100;4.859.975.412.848.660;Entire home/apt;198;5;1;6;1
De Pijp - Rivierenbuurt;5.235.002;490.723;Entire home/apt;250;1;0;66;0
Bos en Lommer;5.237.604.817.619.980;4.849.597.047.884.210;Entire home/apt;150;2;4;61;4
IJburg - Zeeburgereiland;5.235.249.112.851.940;50.001.075.693.115.200;Entire home/apt;247;2;3;43;3
De Pijp - Rivierenbuurt;5.235.202;489.804;Entire home/apt;315;2;0;329;0
De Baarsjes - Oud-West;52.360.358.506.845.800;4.856.467.992.067.330;Entire home/apt;204;2;4;10;4
Centrum-Oost;5.236.824.799.999.990;4.896.591.799.999.990;Entire home/apt;600;2;1;23;1
Watergraafsmeer;5.235.235.133.590.870;49.328.142.650.817.700;Entire home/apt;449;3;2;12;2
Centrum-West;5.237.398.086.729.270;4.877.807.829.402.810;Entire home/apt;364;1;4;314;4
De Baarsjes - Oud-West;5.236.191.658.378.860;4.852.729.195.013.840;Entire home/apt;290;3;0;52;0
Oud-Noord;52.396.407.520.609.300;4.904.595.695.770.260;Entire home/apt;350;2;2;70;2
De Baarsjes - Oud-West;523.581.434;48.603.225;Entire home/apt;439;2;3;0;3
De Baarsjes - Oud-West;5.236.385.934.667.740;486.662.829.285.354;Entire home/apt;600;3;1;318;1
Oostelijk Havengebied - Indische Buurt;523.652.173;49.330.669;Entire home/apt;260;2;5;7;5
De Pijp - Rivierenbuurt;5.234.643.014.338.300;4.892.338.768.614.940;Entire home/apt;800;3;1;348;1
Centrum-Oost;5.237.269.286.416.170;4.928.603.788.960.530;Entire home/apt;300;2;1;228;1
Centrum-West;5.237.712.708.500.810;4.888.157.634.376.250;Entire home/apt;250;1;0;65;0
De Pijp - Rivierenbuurt;5.235.605.397.442.810;4.902.110.511.220.720;Entire home/apt;250;6;0;99;0
Centrum-West;5.237.311.686.385.770;4.885.351.078.173.790;Entire home/apt;360;3;0;72;0
Westerpark;52.388.033.996.607.500;4.881.980.548.210.010;Entire home/apt;206;3;0;240;0
Centrum-West;5.237.108.853.737.740;487.552.115.421.105;Entire home/apt;335;4;0;150;0
De Pijp - Rivierenbuurt;5.234.460.779.877.030;4.889.923.788.883.450;Entire home/apt;169;2;2;0;2
Buitenveldert - Zuidas;523.284.501;48.577.919;Entire home/apt;285;5;0;10;0
Centrum-West;52.369.498;4.879.725;Private room;326;2;0;298;0
De Pijp - Rivierenbuurt;5.235.137.988.488.470;4.904.769.882.559.770;Entire home/apt;215;1;0;128;0
De Baarsjes - Oud-West;5.237.185.836.834.080;48.603.329.627.507.100;Entire home/apt;89;1;0;304;0
Oud-Noord;52.401.449.175.612.100;4.902.026.130.688.470;Entire home/apt;180;1;0;3;0
Centrum-Oost;523.649.685;48.806.111;Entire home/apt;611;7;1;107;1
Centrum-Oost;5.236.478.760.000.000;48.803.342;Entire home/apt;614;7;4;108;4
Centrum-Oost;5.236.478.760.000.000;48.803.342;Entire home/apt;588;7;2;99;2
Centrum-Oost;5.236.478.760.000.000;48.803.342;Entire home/apt;650;7;1;16;1
De Pijp - Rivierenbuurt;52.354.769;4.900.561;Private room;130;5;0;57;0
De Baarsjes - Oud-West;5.236.914.777.272.860;4.862.170.781.339.560;Entire home/apt;285;3;2;0;2
Zuid;5.235.153;484.884;Entire home/apt;195;3;3;195;3
Noord-West;5.241.422.076.120.580;4.892.273.664.814.150;Entire home/apt;233;3;2;68;2
Zuid;523.512.983;48.461.285;Entire home/apt;254;2;1;38;1
Centrum-West;523.782;488.066;Entire home/apt;185;4;0;0;0
De Pijp - Rivierenbuurt;52.349.912.727.444.300;4.887.253.046.035.760;Entire home/apt;286;2;0;338;0
Watergraafsmeer;52.352.082.881.263.500;49.322.152.342.830.700;Entire home/apt;406;2;2;0;2
Westerpark;523.945;487.886;Entire home/apt;350;2;1;0;1
Bos en Lommer;5.238.070.153.958.600;4.852.595.459.914.010;Entire home/apt;220;2;2;24;2
Centrum-Oost;523.635.029;4.884.829.400.000.000;Private room;116;2;8;321;8
De Baarsjes - Oud-West;523.717.235.901.547;4.848.376.102.745.530;Entire home/apt;250;2;0;342;0
Oostelijk Havengebied - Indische Buurt;52.362.401.043.514.600;4.944.755.279.857.150;Entire home/apt;180;2;1;341;1
Westerpark;523.738.176;48.734.613;Entire home/apt;200;3;2;55;2
Noord-Oost;523.948.583;49.472.372;Entire home/apt;200;2;3;249;3
De Pijp - Rivierenbuurt;5.234.352.963.652.260;4.908.506.683.972.540;Entire home/apt;349;1;0;283;0
Bos en Lommer;523.787.258;48.411.111;Entire home/apt;220;4;2;258;2
Watergraafsmeer;5.235.128.419.999.990;49.355.696;Entire home/apt;205;3;1;257;1
De Pijp - Rivierenbuurt;5.235.621.208.186.170;4.901.214.345.436.840;Entire home/apt;225;2;1;0;1
Oud-Noord;5.238.516.560.233.410;4.919.199.293.634.840;Entire home/apt;165;4;2;0;2
Bijlmer-Oost;523.138.218;49.807.776;Entire home/apt;182;4;1;53;1
De Baarsjes - Oud-West;523.621.965;48.619.786;Entire home/apt;154;3;5;9;5
Bijlmer-Centrum;52.324.478.472.898.300;4.946.773.811.640.420;Private room;63;3;2;0;2
Oostelijk Havengebied - Indische Buurt;52.368.032.369.957.300;4.942.995.809.956.140;Entire home/apt;189;2;7;33;7
Oud-Oost;5.235.413.672.023.350;491.070.606.594.171;Entire home/apt;400;5;0;345;0
Westerpark;52.384.959.256.378.300;4.869.971.695.106.160;Entire home/apt;210;5;2;15;2
De Pijp - Rivierenbuurt;523.410.666;4.904.520.199.999.990;Entire home/apt;250;3;0;40;0
De Pijp - Rivierenbuurt;52.351.628;4.893.414;Entire home/apt;370;5;0;0;0
Centrum-Oost;5.236.129.756.043.130;4.897.607.801.378.540;Entire home/apt;185;30;0;65;0
Noord-Oost;5.239.437.357.095.900;4.946.926.832.199.090;Entire home/apt;218;3;10;28;10
De Baarsjes - Oud-West;523.656.346;48.603.966;Entire home/apt;514;3;3;176;3
Westerpark;52.377.590.869.913.000;4.875.025.210.489.980;Entire home/apt;160;3;0;0;0
IJburg - Zeeburgereiland;52.357.646.758.481.200;4.999.360.900.083.450;Entire home/apt;325;2;1;49;1
Gaasperdam - Driemond;5.229.899;497.736;Private room;70;1;6;0;6
Noord-West;52.404.573.732.849.200;491.791.379.552.403;Entire home/apt;159;5;1;10;1
Centrum-Oost;52.362.855.908.390.100;4.911.341.297.225.780;Entire home/apt;207;2;4;0;4
Westerpark;5.238.852.727.757.970;48.768.844.246.144.700;Entire home/apt;170;4;1;191;1
Watergraafsmeer;523.402.959;49.491.738;Entire home/apt;106;2;2;5;2
Gaasperdam - Driemond;5.230.095.711.767.470;4.977.755.649.229.560;Private room;68;1;4;0;4
Centrum-Oost;523.653.959;48.817.661;Entire home/apt;276;1;3;348;3
Oud-Noord;523.976.068;49.164.262;Entire home/apt;171;3;2;1;2
Oud-Noord;523.888.455;4.915.767.799.999.990;Entire home/apt;120;2;1;0;1
Bos en Lommer;52.378.415.938.376.300;4.846.216.787.205.150;Entire home/apt;196;2;0;33;0
Westerpark;5.237.366.960.474.400;4.871.017.299.592.490;Entire home/apt;300;2;1;247;1
Oud-Noord;523.898.772.278.342;4.942.249.841.357.640;Entire home/apt;175;21;0;68;0
Oostelijk Havengebied - Indische Buurt;5.237.779.144.413.010;4.931.092.411.279.670;Entire home/apt;149;21;0;101;0
Zuid;523.501.823;48.773.382;Entire home/apt;200;5;0;46;0
De Baarsjes - Oud-West;5.237.382;485.873;Entire home/apt;200;3;4;1;4
